accuracy (top 1),accuracy (top 5),n_train,i_repeat,layer,architecture,task,kind,source,MRR
0.088,0.236,5,5,layer4.0.relu,ResNet18,None,Untrained,PyTorch,0.1829956750398588
0.0904,0.2608,20,5,layer4.0.relu,ResNet18,None,Untrained,PyTorch,0.1948227252629275
0.0952,0.2872,50,5,layer4.0.relu,ResNet18,None,Untrained,PyTorch,0.20474160445379
0.0724,0.1988,1,6,layer4.0.relu,ResNet18,None,Untrained,PyTorch,0.15670555792774
0.0972,0.2464,5,6,layer4.0.relu,ResNet18,None,Untrained,PyTorch,0.1910166276215338
0.104,0.2852,20,6,layer4.0.relu,ResNet18,None,Untrained,PyTorch,0.2097674117040129
0.104,0.2884,50,6,layer4.0.relu,ResNet18,None,Untrained,PyTorch,0.2104402922424477
0.0712,0.1852,1,7,layer4.0.relu,ResNet18,None,Untrained,PyTorch,0.1543119289668148
0.0868,0.248,5,7,layer4.0.relu,ResNet18,None,Untrained,PyTorch,0.1872215856184547
0.0932,0.2876,20,7,layer4.0.relu,ResNet18,None,Untrained,PyTorch,0.2045053689662846
0.1008,0.3016,50,7,layer4.0.relu,ResNet18,None,Untrained,PyTorch,0.2136026286723253
0.0648,0.1888,1,8,layer4.0.relu,ResNet18,None,Untrained,PyTorch,0.1519444147669944
0.0788,0.2324,5,8,layer4.0.relu,ResNet18,None,Untrained,PyTorch,0.1775756140410642
0.0992,0.2844,20,8,layer4.0.relu,ResNet18,None,Untrained,PyTorch,0.205039597174137
0.1068,0.3,50,8,layer4.0.relu,ResNet18,None,Untrained,PyTorch,0.2163690462310203
0.058,0.17,1,9,layer4.0.relu,ResNet18,None,Untrained,PyTorch,0.1383247589730719
0.0856,0.2448,5,9,layer4.0.relu,ResNet18,None,Untrained,PyTorch,0.1853382933120657
0.0988,0.2964,20,9,layer4.0.relu,ResNet18,None,Untrained,PyTorch,0.209093143005567
0.1044,0.296,50,9,layer4.0.relu,ResNet18,None,Untrained,PyTorch,0.2155513545261406
0.06,0.1716,1,0,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1429397300767596
0.0828,0.2416,5,0,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1821888535135246
0.0912,0.2684,20,0,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1980805664865245
0.092,0.2764,50,0,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.2002711088746742
0.0652,0.1844,1,1,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.149470606297989
0.0712,0.2052,5,1,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1642418050861116
0.0868,0.2628,20,1,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1882265903138614
0.0928,0.268,50,1,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1985403821591101
0.064,0.178,1,2,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1472713600929432
0.0796,0.2348,5,2,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1763538924488671
0.0932,0.2544,20,2,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1926310433440913
0.086,0.2808,50,2,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1939909161582311
0.0564,0.1648,1,3,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1372054921218877
0.082,0.2324,5,3,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1792357960257608
0.0892,0.2568,20,3,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.194379790858694
0.0912,0.266,50,3,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1962510563553413
0.042,0.1688,1,4,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1312544334456314
0.0796,0.224,5,4,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1756576959327569
0.0904,0.2572,20,4,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1921142466149308
0.0936,0.2768,50,4,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1986213670049207
0.0588,0.158,1,5,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1352645838506684
0.0816,0.2252,5,5,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1731580907958301
0.0808,0.2496,20,5,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.182128332464216
0.0888,0.2712,50,5,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1940521671783206
0.0616,0.1824,1,6,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1468997042193983
0.082,0.2276,5,6,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1742174314109423
0.0948,0.2636,20,6,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1954888060397538
0.09,0.2632,50,6,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1956418813684574
0.0636,0.1716,1,7,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.146126888428639
0.0856,0.2388,5,7,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1830492898898086
0.092,0.2732,20,7,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1988285379363555
0.0932,0.282,50,7,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.2027714742015653
0.0636,0.1868,1,8,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1486947318785502
0.0796,0.2172,5,8,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1728837995049875
0.0908,0.262,20,8,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1961158198657326
0.0944,0.284,50,8,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.2025846920528045
0.0524,0.1596,1,9,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1349393688734363
0.0772,0.232,5,9,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1746606556004988
0.0932,0.2704,20,9,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.1974156383549986
0.0936,0.2772,50,9,layer4.1.relu,ResNet18,None,Untrained,PyTorch,0.2016850519908798
0.074,0.21,1,0,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.164296303882024
0.1024,0.2768,5,0,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2076207071256922
0.132,0.3288,20,0,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2430078267368585
0.1436,0.3436,50,0,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2583898256518807
0.0628,0.2132,1,1,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.1580407703752231
0.088,0.2644,5,1,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.1958429339634642
0.1288,0.33,20,1,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2422491504177661
0.1348,0.3384,50,1,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2506741910653106
0.0752,0.214,1,2,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.167355848254531
0.1112,0.2864,5,2,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2168955587714374
0.1276,0.3304,20,2,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2421531224506019
0.1416,0.3384,50,2,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2558011306380995
0.0584,0.192,1,3,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.1477315285748557
0.102,0.286,5,3,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2090640983994766
0.1264,0.3292,20,3,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2432511755565879
0.1364,0.3548,50,3,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2533145088253192
0.0504,0.1812,1,4,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.1393716987699415
0.1072,0.3044,5,4,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2185278830783628
0.1272,0.3372,20,4,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2445636586190416
0.1388,0.3532,50,4,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2578760493892746
0.06,0.182,1,5,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.145484853206511
0.0992,0.2784,5,5,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2047282278809217
0.1232,0.3188,20,5,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.235222371448478
0.1344,0.3368,50,5,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2512030612227066
0.0616,0.192,1,6,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.1512665264236138
0.1076,0.2872,5,6,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2132320315235293
0.128,0.3356,20,6,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2414075322148814
0.1448,0.3516,50,6,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2597970038219984
0.054,0.2096,1,7,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.1505773839234026
0.1124,0.2992,5,7,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2180551117272528
0.1316,0.326,20,7,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.24526763550877
0.1484,0.3508,50,7,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2625066315247907
0.066,0.1968,1,8,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.153446147674442
0.108,0.294,5,8,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2179202493263563
0.134,0.3524,20,8,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2519359873567205
0.1432,0.3596,50,8,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2588192753484922
0.0656,0.2032,1,9,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.1569918337825163
0.096,0.2896,5,9,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2067608503489631
0.1316,0.3364,20,9,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2471002827324501
0.148,0.3508,50,9,layer1.0.relu,ResNet50,None,Untrained,PyTorch,0.2624708515960099
0.0688,0.2076,1,0,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.1590706408248659
0.0964,0.2612,5,0,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.1975845016075328
0.11,0.2944,20,0,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2191873707290866
0.1312,0.316,50,0,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2385156501555352
0.0612,0.204,1,1,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.1535676723417114
0.0764,0.2464,5,1,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.1797625718608992
0.1212,0.2976,20,1,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2264304046264526
0.1236,0.3072,50,1,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2318846572817302
0.066,0.2084,1,2,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.1579129431909
0.098,0.2756,5,2,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2041331153129494
0.112,0.31,20,2,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2239683466784034
0.1244,0.3124,50,2,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2368269680045249
0.0536,0.17,1,3,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.1401034802092332
0.0864,0.2592,5,3,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.1898517866932893
0.1152,0.3008,20,3,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2252067725767856
0.1184,0.3204,50,3,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2314962401201392
0.0528,0.17,1,4,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.1376558801153057
0.1064,0.2732,5,4,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2065805310536884
0.1172,0.3132,20,4,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2282760155304242
0.1256,0.32,50,4,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2379756184586997
0.0572,0.1784,1,5,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.1411687431466279
0.0968,0.264,5,5,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.194142432297169
0.116,0.3036,20,5,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2228285344256268
0.1256,0.306,50,5,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2336252076454247
0.0512,0.1932,1,6,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.1418838390779753
0.0976,0.2508,5,6,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.1955929291510206
0.1104,0.2992,20,6,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2209880165726317
0.1296,0.3188,50,6,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2390062832582931
0.0604,0.1896,1,7,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.1497448858373857
0.1056,0.2788,5,7,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2083509499929232
0.1108,0.3084,20,7,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2250782126738466
0.126,0.3272,50,7,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2411450538189612
0.0628,0.1784,1,8,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.1457046462191686
0.0956,0.2744,5,8,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2013304598627836
0.1204,0.3184,20,8,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2330277962444182
0.1256,0.326,50,8,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.23812186576315
0.068,0.1972,1,9,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.1542407014554073
0.0944,0.2664,5,9,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.1942455488287344
0.1144,0.3116,20,9,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2261900272952423
0.1256,0.3284,50,9,layer1.1.relu,ResNet50,None,Untrained,PyTorch,0.2379189311285029
0.0612,0.1892,1,0,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.1498228637168311
0.0884,0.2492,5,0,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.1867498351589604
0.1064,0.2804,20,0,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.2116565480020474
0.118,0.294,50,0,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.2239561745027265
0.054,0.202,1,1,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.1478372931943922
0.066,0.236,5,1,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.170111614334965
0.1064,0.2736,20,1,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.2099672497202401
0.1128,0.2832,50,1,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.2175582451621418
0.0676,0.1988,1,2,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.1568542818099444
0.0948,0.2612,5,2,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.195986914272174
0.1092,0.2956,20,2,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.2162135348869436
0.1236,0.3028,50,2,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.2288271181683166
0.0604,0.184,1,3,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.1437182833652732
0.0856,0.2604,5,3,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.1860023481562103
0.1052,0.2948,20,3,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.2131157688072128
0.1088,0.3024,50,3,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.2179329002450225
0.0568,0.1692,1,4,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.1386231592329803
0.1008,0.256,5,4,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.1984345043050839
0.1132,0.2812,20,4,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.215499159187937
0.1196,0.2924,50,4,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.2254918850005534
0.0576,0.1756,1,5,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.1378424198870901
0.0864,0.2344,5,5,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.1795199571144117
0.1024,0.2752,20,5,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.205487312567794
0.1164,0.286,50,5,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.2192931150474888
0.0528,0.1836,1,6,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.1423321571789801
0.0936,0.2376,5,6,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.1867072540932436
0.1108,0.27,20,6,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.2112189750783511
0.1152,0.2976,50,6,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.2214868628633639
0.0572,0.184,1,7,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.1446882565446547
0.0988,0.266,5,7,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.1978275219622055
0.1152,0.3024,20,7,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.2220655292104149
0.1228,0.3048,50,7,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.2308526072250835
0.0584,0.1772,1,8,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.1410991003690502
0.092,0.2564,5,8,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.1915440133622033
0.112,0.3076,20,8,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.220971821579456
0.1136,0.3072,50,8,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.2240640158024247
0.0524,0.1752,1,9,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.1392944440831521
0.0828,0.242,5,9,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.1797268747230118
0.1032,0.2884,20,9,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.2120051918102654
0.1184,0.3024,50,9,layer1.2.relu,ResNet50,None,Untrained,PyTorch,0.2241943755403165
0.0648,0.1908,1,0,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.1529739997759892
0.0912,0.252,5,0,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.1907750411509276
0.1108,0.2868,20,0,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.216398170908152
0.1192,0.298,50,0,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.2268314216830723
0.066,0.194,1,1,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.1542156356024833
0.0784,0.2468,5,1,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.1805493905565209
0.106,0.2848,20,1,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.2116873361135322
0.114,0.294,50,1,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.2208606243321077
0.0672,0.214,1,2,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.1608808959989852
0.1068,0.2656,5,2,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.2032487307321563
0.1028,0.2948,20,2,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.2141346095960411
0.1208,0.3064,50,2,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.2284180156890993
0.0588,0.172,1,3,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.1422241500274419
0.0824,0.2528,5,3,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.1829691978574091
0.1104,0.2932,20,3,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.2175523171632663
0.1096,0.3112,50,3,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.2207550264353558
0.0572,0.1744,1,4,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.1420459406664009
0.098,0.2568,5,4,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.197824379966937
0.1156,0.2924,20,4,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.2208127032132702
0.1192,0.2936,50,4,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.2262505263990798
0.0552,0.176,1,5,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.1368277554533032
0.0916,0.2392,5,5,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.1856280651795962
0.108,0.2832,20,5,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.2135524546630116
0.1128,0.2932,50,5,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.2201571250495177
0.0572,0.1804,1,6,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.1433159892318015
0.0912,0.248,5,6,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.1866580821965804
0.1048,0.2736,20,6,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.2083720855731951
0.112,0.3012,50,6,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.2212028196789538
0.0532,0.1812,1,7,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.1406050797198856
0.1004,0.264,5,7,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.2004857722435424
0.1196,0.3088,20,7,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.2292481625698804
0.1224,0.312,50,7,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.23220800378596
0.052,0.176,1,8,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.136509977810391
0.0816,0.2552,5,8,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.1861976499496862
0.1168,0.3136,20,8,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.2250770765983945
0.1164,0.3092,50,8,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.2273741464284403
0.056,0.188,1,9,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.1460343940090999
0.0812,0.2468,5,9,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.1816096568891332
0.112,0.2944,20,9,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.218001220458689
0.1224,0.3052,50,9,layer2.0.relu,ResNet50,None,Untrained,PyTorch,0.2276380345999608
0.062,0.1844,1,0,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.1467293546455688
0.0904,0.244,5,0,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.1874180439509232
0.108,0.2768,20,0,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.2122435429588792
0.1156,0.2924,50,0,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.2212042094890239
0.068,0.1928,1,1,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.154400525145439
0.0748,0.2288,5,1,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.1740116843605318
0.1,0.276,20,1,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.2040476190539154
0.104,0.2832,50,1,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.2084971679946113
0.0668,0.208,1,2,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.1570918441248562
0.094,0.2544,5,2,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.1930083786415157
0.096,0.2748,20,2,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.2023540334594368
0.1116,0.2824,50,2,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.2148406086144202
0.0588,0.1808,1,3,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.144750465110466
0.0792,0.2468,5,3,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.1826298643439136
0.104,0.2868,20,3,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.2089830028280886
0.1016,0.2916,50,3,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.2100074152418934
0.0568,0.1644,1,4,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.1377233446412011
0.094,0.25,5,4,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.1912196724019225
0.1032,0.2776,20,4,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.2088057382700003
0.1084,0.28,50,4,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.2123224689772504
0.0512,0.1632,1,5,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.131345855782242
0.0912,0.242,5,5,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.1825738315236369
0.0988,0.266,20,5,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.2013066895534367
0.1068,0.2788,50,5,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.2113011999839917
0.052,0.1744,1,6,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.1370222973447542
0.0912,0.2392,5,6,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.1842037430164654
0.1016,0.262,20,6,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.2019822899141836
0.1076,0.2868,50,6,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.2114441636251788
0.0596,0.1776,1,7,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.1434124414586403
0.0992,0.2528,5,7,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.1953652381198309
0.1232,0.302,20,7,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.2267115752052615
0.1176,0.3012,50,7,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.2259335168065702
0.0524,0.1616,1,8,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.1338569798109631
0.0788,0.2492,5,8,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.1805241294923014
0.1108,0.2972,20,8,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.2155915482165109
0.11,0.2996,50,8,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.2175784740169807
0.0488,0.174,1,9,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.1373223844599006
0.082,0.2412,5,9,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.1784741493872114
0.1028,0.276,20,9,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.2073874736361692
0.116,0.2924,50,9,layer2.1.relu,ResNet50,None,Untrained,PyTorch,0.2174599653456454
0.0616,0.1684,1,0,layer2.2.relu,ResNet50,None,Untrained,PyTorch,0.1431863671607849
0.08,0.2332,5,0,layer2.2.relu,ResNet50,None,Untrained,PyTorch,0.1767490467673756
0.1004,0.2612,20,0,layer2.2.relu,ResNet50,None,Untrained,PyTorch,0.2021563187801144
0.1064,0.276,50,0,layer2.2.relu,ResNet50,None,Untrained,PyTorch,0.2082413266259517
0.0644,0.188,1,1,layer2.2.relu,ResNet50,None,Untrained,PyTorch,0.1489913885079074
0.0732,0.2252,5,1,layer2.2.relu,ResNet50,None,Untrained,PyTorch,0.1677021036187635
0.0924,0.2552,20,1,layer2.2.relu,ResNet50,None,Untrained,PyTorch,0.1910068030475937
0.0924,0.264,50,1,layer2.2.relu,ResNet50,None,Untrained,PyTorch,0.1943214310354113
0.064,0.2096,1,2,layer2.2.relu,ResNet50,None,Untrained,PyTorch,0.1551382412803481
0.0956,0.2452,5,2,layer2.2.relu,ResNet50,None,Untrained,PyTorch,0.1888206945750518
0.0916,0.2612,20,2,layer2.2.relu,ResNet50,None,Untrained,PyTorch,0.1945449667202501
0.1028,0.2632,50,2,layer2.2.relu,ResNet50,None,Untrained,PyTorch,0.202923865105432
0.0596,0.1756,1,3,layer2.2.relu,ResNet50,None,Untrained,PyTorch,0.1422022073414682
0.0736,0.236,5,3,layer2.2.relu,ResNet50,None,Untrained,PyTorch,0.174073820738339
0.0988,0.2772,20,3,layer2.2.relu,ResNet50,None,Untrained,PyTorch,0.2018947340071513
0.0972,0.2776,50,3,layer2.2.relu,ResNet50,None,Untrained,PyTorch,0.2025913670198856
0.0564,0.1636,1,4,layer2.2.relu,ResNet50,None,Untrained,PyTorch,0.137329520129099
